,Unnamed: 0,Long,Lat,Rain,Tmax,Tmin,Dia
112,112,-103.954,12.3782,3.971,18.72461673784099,18.158856567021626,1
113,113,-103.826,12.3782,4.357,18.73143312544122,18.16567295462185,1
114,114,-103.699,12.3782,4.13,18.73143312544122,18.158856567021626,1
115,115,-103.571,12.3782,4.688,18.704167575040287,18.13159101662069,1
116,116,-103.444,12.3782,5.069,18.704167575040287,18.124774629020454,1
117,117,-103.316,12.3782,4.4110000000000005,18.717800350240754,18.13159101662069,1
118,118,-103.189,12.3782,3.873,18.73143312544122,18.18612211742256,1
119,119,-103.061,12.3782,0.166,18.738249513041453,18.32926625702745,1
120,120,-102.934,12.3782,0.159,18.751882288241926,18.404246520630018,1
121,121,-102.806,12.3782,0.18100000000000002,18.75869867584216,18.45196123383165,1
122,122,-102.679,12.3782,0.213,18.75869867584216,18.486043171832822,1
123,123,-102.551,12.3782,0.23600000000000002,18.75869867584216,18.50649233463352,1
124,124,-102.424,12.3782,0.209,18.779147838642853,18.513308722233766,1
125,125,-102.296,12.3782,0.057999999999999996,18.81322977664402,18.513308722233766,1
126,126,-102.169,12.3782,0.11800000000000001,18.840495327044955,18.49285955943305,1
127,127,-102.041,12.3782,0.20199999999999999,18.860944489845657,18.46559400903212,1
128,128,-101.914,12.3782,0.245,18.867760877445885,18.45877762143189,1
129,129,-101.786,12.3782,0.27,18.867760877445885,18.46559400903212,1
130,130,-101.658,12.3782,0.222,18.867760877445885,18.479226784232587,1
131,131,-101.531,12.3782,0.258,18.867760877445885,18.486043171832822,1
132,132,-101.403,12.3782,0.45899999999999996,18.860944489845657,18.49967594703329,1
133,133,-101.276,12.3782,1.137,18.860944489845657,18.50649233463352,1
134,134,-101.148,12.3782,0.9940000000000001,18.860944489845657,18.50649233463352,1
135,135,-101.021,12.3782,0.7020000000000001,18.860944489845657,18.526941497434226,1
136,136,-100.893,12.3782,0.09300000000000001,18.874577265046124,18.54739066023492,1
137,137,-100.766,12.3782,0.0,18.895026427846826,18.561023435435384,1
138,138,-100.638,12.3782,0.0,18.90865920304729,18.567839823035623,1
139,139,-100.511,12.3782,0.0,18.929108365847988,18.567839823035623,1
140,140,-100.383,12.3782,0.0,18.970006691449388,18.57465621063585,1
141,141,-100.256,12.3782,0.0,19.01772140465102,18.58828898583632,1
142,142,-100.128,12.3782,0.0,19.051803342652192,18.58147259823609,1
143,143,-100.001,12.3782,0.0,19.085885280653354,18.58147259823609,1
365,365,-103.954,12.5028,10.47,18.67008563703912,17.99526326461602,1
366,366,-103.826,12.5028,10.8,18.68371841223959,18.029345202617183,1
367,367,-103.699,12.5028,9.06,18.697351187440056,18.03616159021742,1
368,368,-103.571,12.5028,9.027000000000001,18.710983962640523,18.029345202617183,1
369,369,-103.444,12.5028,8.771,18.72461673784099,18.029345202617183,1
370,370,-103.316,12.5028,8.623,18.73143312544122,18.029345202617183,1
371,371,-103.189,12.5028,10.078,18.73143312544122,18.03616159021742,1
372,372,-103.061,12.5028,9.312999999999999,18.73143312544122,18.077059915818825,1
373,373,-102.934,12.5028,9.196,18.72461673784099,18.124774629020454,1
374,374,-102.806,12.5028,9.53,18.72461673784099,18.261102381025122,1
375,375,-102.679,12.5028,10.144,18.73143312544122,18.322449869427214,1
376,376,-102.551,12.5028,8.96,18.738249513041453,18.370164582628853,1
377,377,-102.424,12.5028,6.575,18.77233145104262,18.417879295830488,1
378,378,-102.296,12.5028,3.2119999999999997,18.792780613843323,18.397430133029786,1
379,379,-102.169,12.5028,3.61,18.799597001443555,18.36334819502862,1
380,380,-102.041,12.5028,3.872,18.799597001443555,18.322449869427214,1
381,381,-101.914,12.5028,3.7510000000000003,18.81322977664402,18.29518431902629,1
382,382,-101.786,12.5028,3.972,18.820046164244253,18.29518431902629,1
383,383,-101.658,12.5028,3.7439999999999998,18.82686255184449,18.336082644627687,1
384,384,-101.531,12.5028,3.6860000000000004,18.82686255184449,18.370164582628853,1
385,385,-101.403,12.5028,3.2760000000000002,18.833678939444717,18.34971541982816,1
386,386,-101.276,12.5028,2.6719999999999997,18.833678939444717,18.25428599342489,1
387,387,-101.148,12.5028,2.15,18.833678939444717,18.25428599342489,1
388,388,-101.021,12.5028,1.666,18.82686255184449,18.308817094226754,1
389,389,-100.893,12.5028,0.741,18.82686255184449,18.417879295830488,1
390,390,-100.766,12.5028,0.017,18.82686255184449,18.49967594703329,1
391,391,-100.638,12.5028,0.0,18.847311714645187,18.486043171832822,1
392,392,-100.511,12.5028,0.0,18.867760877445885,18.46559400903212,1
393,393,-100.383,12.5028,0.0,18.922291978247767,18.46559400903212,1
394,394,-100.256,12.5028,0.0,18.970006691449388,18.45877762143189,1
395,395,-100.128,12.5028,0.031,19.01090501705079,18.424695683430727,1
396,396,-100.001,12.5028,0.111,19.03135417985149,18.417879295830488,1
618,618,-103.954,12.6272,1.3840000000000001,18.67008563703912,17.61354555900295,1
619,619,-103.826,12.6272,1.21,18.68371841223959,17.68852582260552,1
620,620,-103.699,12.6272,1.351,18.710983962640523,17.62717833420342,1
621,621,-103.571,12.6272,1.272,18.72461673784099,17.68170943500529,1
622,622,-103.444,12.6272,1.214,18.745065900641688,17.811220799409718,1
623,623,-103.316,12.6272,2.147,18.751882288241926,17.749873311007622,1
624,624,-103.189,12.6272,4.328,18.76551506344239,17.838486349810655,1
625,625,-103.061,12.6272,5.192,18.77233145104262,17.790771636609023,1
626,626,-102.934,12.6272,6.267,18.785964226243085,17.845302737410886,1
627,627,-102.806,12.6272,3.383,18.792780613843323,18.16567295462185,1
