,Dia,Rain,Tmax,Tmin
0,1,0.2477788461538462,17.411298750950817,6.912824737784235
1,2,0.23468629807692276,17.72973547360214,7.7023213616982815
2,3,0.9737632211538462,17.995484469502088,8.087987984166297
3,4,2.6647776442307713,15.780658258613304,7.50946347214361
4,5,0.3534038461538464,16.167217893399137,6.789466146321838
