,Unnamed: 0,Long,Lat,Rain,Tmax,Tmin,Dia
110705,18107,-99.873,21.0403,10.955,19.358540784662686,10.360909152354678,3
110706,18108,-99.746,21.0403,4.988,19.535766862268755,10.204132237549311,3
110707,18109,-99.618,21.0403,1.071,19.09270166825359,9.399798500721776,3
110708,18110,-99.491,21.0403,3.412,19.56303241266969,9.815598144336011,3
110709,18111,-99.363,21.0403,4.43,19.794789591077627,10.07462087314488,3
110710,18112,-99.236,21.0403,1.589,18.642820086638192,9.583840965928076,3
110711,18113,-99.108,21.0403,6.377999999999999,17.388604768195254,10.129151973946744,3
110712,18114,-98.981,21.0403,7.33,17.334073667393387,11.07662985037918,3
110713,18115,-98.853,21.0403,3.105,17.790771636609023,11.683288346799948,3
110714,18116,-98.725,21.0403,9.645,17.756689698607854,11.581042532796445,3
110715,18117,-98.598,21.0403,6.749,18.022528815016955,11.778717773203216,3
110716,18118,-98.47,21.0403,4.752,19.19494748225709,12.542153184429347,3
110717,18119,-98.343,21.0403,3.7739999999999996,20.36736614949723,12.739828424836116,3
110718,18120,-98.215,21.0403,4.782,20.749083855110293,12.807992300838444,3
110719,18121,-98.088,21.0403,1.885,20.88541160711496,13.285139432854779,3
110720,18122,-97.96,21.0403,2.452,20.933126320316592,13.332854146056414,3
110721,18123,-97.833,21.0403,0.731,20.96720825831776,13.503263836062247,3
110722,18124,-97.705,21.0403,0.7,20.892227994715192,13.673673526068082,3
110723,18125,-97.578,21.0403,0.672,20.640021653506558,13.503263836062247,3
110724,18126,-97.45,21.0403,0.848,19.69936016467436,14.15763704568465,3
110725,18127,-97.323,21.0403,0.6459999999999999,17.129582039386385,16.35933024056002,3
110726,18128,-97.195,21.0403,0.40299999999999997,16.98643789978149,16.468392442163754,3
110727,18129,-97.068,21.0403,0.287,17.006887062582187,16.50929076776515,3
110728,18130,-96.94,21.0403,0.23,17.05460177578382,16.60472019416842,3
110729,18131,-96.813,21.0403,0.19399999999999998,17.095500101385223,16.652434907370054,3
110730,18132,-96.685,21.0403,0.29,17.136398426986617,16.68651684537122,3
110731,18133,-96.558,21.0403,0.517,17.163663977387554,16.679700457770984,3
110732,18134,-96.43,21.0403,1.8230000000000002,17.17048036498779,16.659251294970286,3
110733,18135,-96.303,21.0403,1.605,17.088683713784988,16.652434907370054,3
110734,18136,-96.175,21.0403,0.69,17.068234550984286,16.659251294970286,3
110735,18137,-96.047,21.0403,0.028999999999999998,17.075050938584518,16.679700457770984,3
110736,18138,-95.92,21.0403,0.109,17.088683713784988,16.700149620571686,3
110737,18139,-95.792,21.0403,0.051,17.088683713784988,16.72741517097262,3
110738,18140,-95.665,21.0403,0.0,17.095500101385223,16.761497108973785,3
110739,18141,-95.537,21.0403,0.0,17.10231648898545,16.802395434575185,3
110740,18142,-95.41,21.0403,0.0,17.109132876585686,16.82966098497612,3
110741,18143,-95.282,21.0403,0.0,17.129582039386385,16.850110147776814,3
110742,18144,-95.155,21.0403,0.0,17.163663977387554,16.877375698177755,3
110743,18145,-95.027,21.0403,0.0,17.21819507818942,16.91145763617892,3
110744,18146,-94.9,21.0403,0.0,17.265909791391053,16.945539574180085,3
110745,18147,-94.772,21.0403,0.0,17.293175341791986,16.95917234938055,3
110746,18148,-94.645,21.0403,0.0,17.313624504592685,16.945539574180085,3
110747,18149,-94.517,21.0403,0.0,17.313624504592685,16.91827402377915,3
110748,18150,-94.39,21.0403,0.0,17.313624504592685,16.877375698177755,3
110749,18151,-94.262,21.0403,0.0,17.313624504592685,16.836477372576347,3
110750,18152,-94.135,21.0403,0.0,17.313624504592685,16.80921182217542,3
110751,18153,-94.007,21.0403,0.0,17.299991729392215,16.802395434575185,3
110752,18154,-93.88,21.0403,0.0,17.293175341791986,16.802395434575185,3
110753,18155,-93.752,21.0403,0.0,17.293175341791986,16.802395434575185,3
110754,18156,-93.625,21.0403,0.0,17.286358954191748,16.802395434575185,3
110755,18157,-93.497,21.0403,0.0,17.265909791391053,16.788762659374722,3
110756,18158,-93.37,21.0403,0.0,17.25909340379082,16.76831349657402,3
110757,18159,-93.242,21.0403,0.0,17.252277016190586,16.72741517097262,3
110758,18160,-93.114,21.0403,0.0,17.23864424099012,16.679700457770984,3
110759,18161,-92.987,21.0403,0.0,17.225011465789652,16.652434907370054,3
110760,18162,-92.859,21.0403,0.0,17.21819507818942,16.645618519769823,3
110761,18163,-92.732,21.0403,0.0,17.211378690589186,16.638802132169587,3
110762,18164,-92.604,21.0403,0.0,17.190929527788487,16.625169356969117,3
110763,18165,-92.477,21.0403,0.0,17.163663977387554,16.625169356969117,3
110764,18166,-92.349,21.0403,0.0,17.122765651786153,16.638802132169587,3
110765,18167,-92.222,21.0403,0.0,17.088683713784988,16.659251294970286,3
110766,18168,-92.094,21.0403,0.0,17.10231648898545,16.638802132169587,3
110767,18169,-91.967,21.0403,0.0,17.150031202187087,16.60472019416842,3
110768,18170,-91.839,21.0403,0.0,17.211378690589186,16.577454643767485,3
110769,18171,-91.712,21.0403,0.0,17.272726178991288,16.550189093366555,3
110770,18172,-91.584,21.0403,0.0,17.306808116992453,16.52973993056585,3
110771,18173,-91.457,21.0403,0.0,17.27954256659152,16.495657992564684,3
110772,18174,-91.329,21.0403,0.0,17.184113140188252,16.427494116562354,3
110773,18175,-91.202,21.0403,0.0,17.10231648898545,16.270717201756987,3
110774,18176,-91.074,21.0403,0.0,17.05460177578382,16.066225573749982,3
110775,18177,-90.947,21.0403,0.0,17.000070674981956,15.875366720943447,3
