,Unnamed: 0,Long,Lat,Rain,Tmax,Tmin,Dia
203303,18107,-99.873,21.0403,1.755,14.552987526498187,8.193297895480478,5
203304,18108,-99.746,21.0403,0.39799999999999996,14.36212867369165,8.200114283080707,5
203305,18109,-99.618,21.0403,1.119,13.666857138467849,7.559373848658775,5
203306,18110,-99.491,21.0403,1.9680000000000002,14.198535371286047,7.981989879873242,5
203307,18111,-99.363,21.0403,1.507,14.484823650495848,8.418238686288174,5
203308,18112,-99.236,21.0403,1.011,13.298772208055249,8.206930670680942,5
203309,18113,-99.108,21.0403,2.213,12.310396006021412,8.193297895480478,5
203310,18114,-98.981,21.0403,3.0469999999999997,12.460356533226545,8.745425291099378,5
203311,18115,-98.853,21.0403,3.568,12.303579618421182,9.065795508310345,5
203312,18116,-98.725,21.0403,3.44,11.778717773203216,9.052162733109878,5
203313,18117,-98.598,21.0403,4.066,11.765084998002749,9.229388810715944,5
203314,18118,-98.47,21.0403,5.005,11.77190138560298,10.149601136747444,5
203315,18119,-98.343,21.0403,5.223,12.065006052413011,10.858505447171712,5
203316,18120,-98.215,21.0403,5.809,11.962760238409517,10.872138222372179,5
203317,18121,-98.088,21.0403,7.5470000000000015,11.887779974806948,10.872138222372179,5
203318,18122,-97.96,21.0403,8.232000000000001,12.051373277212546,11.07662985037918,5
203319,18123,-97.833,21.0403,7.7360000000000015,12.542153184429347,11.376550904789449,5
203320,18124,-97.705,21.0403,7.9929999999999986,13.019300316445685,11.62194085839785,5
203321,18125,-97.578,21.0403,10.977,13.264690270054082,11.758268610402515,5
203322,18126,-97.45,21.0403,16.165,14.416659774493516,11.805983323604147,5
203323,18127,-97.323,21.0403,18.486,15.814019232541352,12.596684285231216,5
203324,18128,-97.195,21.0403,16.094,16.038960023349055,12.944320052843116,5
203325,18129,-97.068,21.0403,19.008,16.161655000153253,13.291955820455014,5
203326,18130,-96.94,21.0403,26.191,16.209369713354885,13.775919340071585,5
203327,18131,-96.813,21.0403,29.195999999999998,16.263900814156752,14.478007262895614,5
203328,18132,-96.685,21.0403,18.629,16.263900814156752,15.227809898921285,5
203329,18133,-96.558,21.0403,9.262,16.270717201756987,15.677691480536685,5
203330,18134,-96.43,21.0403,3.36,16.270717201756987,15.766304519339714,5
203331,18135,-96.303,21.0403,1.403,16.263900814156752,15.814019232541352,5
203332,18136,-96.175,21.0403,1.09,16.250268038956285,15.895815883744152,5
203333,18137,-96.047,21.0403,0.456,16.24345165135605,15.991245310147418,5
203334,18138,-95.92,21.0403,0.134,16.25708442655652,16.01169447294812,5
203335,18139,-95.792,21.0403,0.021,16.263900814156752,16.004878085347887,5
203336,18140,-95.665,21.0403,0.009000000000000001,16.277533589357223,16.004878085347887,5
203337,18141,-95.537,21.0403,0.006999999999999999,16.304799139758153,16.004878085347887,5
203338,18142,-95.41,21.0403,0.085,16.332064690159086,15.998061697747653,5
203339,18143,-95.282,21.0403,0.997,16.35933024056002,15.998061697747653,5
203340,18144,-95.155,21.0403,1.88,16.393412178561185,16.004878085347887,5
203341,18145,-95.027,21.0403,1.959,16.434310504162585,16.01851086054835,5
203342,18146,-94.9,21.0403,1.652,16.46157605456352,16.025327248148585,5
203343,18147,-94.772,21.0403,2.984,16.488841604964453,16.032143635748817,5
203344,18148,-94.645,21.0403,4.055,16.482025217364217,16.01851086054835,5
203345,18149,-94.517,21.0403,3.813,16.468392442163754,16.004878085347887,5
203346,18150,-94.39,21.0403,1.9240000000000002,16.475208829763986,15.991245310147418,5
203347,18151,-94.262,21.0403,0.243,16.475208829763986,15.984428922547185,5
203348,18152,-94.135,21.0403,0.08900000000000001,16.468392442163754,15.977612534946955,5
203349,18153,-94.007,21.0403,0.08800000000000001,16.468392442163754,15.977612534946955,5
203350,18154,-93.88,21.0403,0.09300000000000001,16.468392442163754,15.977612534946955,5
203351,18155,-93.752,21.0403,0.106,16.46157605456352,15.977612534946955,5
203352,18156,-93.625,21.0403,0.20600000000000002,16.447943279363052,15.977612534946955,5
203353,18157,-93.497,21.0403,0.575,16.447943279363052,15.970796147346716,5
203354,18158,-93.37,21.0403,0.691,16.44112689176282,15.970796147346716,5
203355,18159,-93.242,21.0403,0.11599999999999999,16.434310504162585,15.963979759746485,5
203356,18160,-93.114,21.0403,0.07,16.413861341361883,15.950346984546018,5
203357,18161,-92.987,21.0403,0.08800000000000001,16.427494116562354,15.943530596945784,5
203358,18162,-92.859,21.0403,0.6970000000000001,16.44112689176282,15.936714209345553,5
203359,18163,-92.732,21.0403,1.05,16.447943279363052,15.923081434145086,5
203360,18164,-92.604,21.0403,0.747,16.447943279363052,15.916265046544853,5
203361,18165,-92.477,21.0403,0.353,16.44112689176282,15.895815883744152,5
203362,18166,-92.349,21.0403,0.355,16.413861341361883,15.875366720943447,5
203363,18167,-92.222,21.0403,0.221,16.413861341361883,15.854917558142752,5
203364,18168,-92.094,21.0403,0.132,16.454759666963287,15.854917558142752,5
203365,18169,-91.967,21.0403,0.122,16.468392442163754,15.86855033334322,5
203366,18170,-91.839,21.0403,0.376,16.482025217364217,15.882183108543684,5
203367,18171,-91.712,21.0403,1.099,16.50929076776515,15.888999496143914,5
203368,18172,-91.584,21.0403,0.133,16.536556318166088,15.902632271344386,5
203369,18173,-91.457,21.0403,0.24600000000000002,16.563821868567018,15.90944865894462,5
203370,18174,-91.329,21.0403,1.973,16.597903806568187,15.90944865894462,5
203371,18175,-91.202,21.0403,3.7769999999999997,16.625169356969117,15.902632271344386,5
203372,18176,-91.074,21.0403,5.3820000000000014,16.631985744569352,15.902632271344386,5
