,Dia,Rain,Tmax,Tmin
0,1,0.5896767100801334,16.47876314474796,11.925228220989316
1,2,1.1159629797619912,16.56620824465739,12.336781148684574
2,3,1.771328775999484,16.434631749929054,12.06090862302333
3,4,1.490571761809104,15.730391833810463,11.620853893460023
4,5,0.9027339035400024,15.85975538393893,11.543833233396382
