,Unnamed: 0,Long,Lat,Rain,Tmax,Tmin,Dia,uc
203271,18075,-103.954,21.0403,0.0,22.01011556115346,9.883762020338343,5,6.005057780576728
203272,18076,-103.826,21.0403,0.0,21.676112568742024,9.788332593935078,5,5.838056284371012
203273,18077,-103.699,21.0403,0.0,20.09471064548789,8.902202205904743,5,5.047355322743945
203274,18078,-103.571,21.0403,0.0,20.380998924697693,8.431871461488642,5,5.190499462348846
203275,18079,-103.444,21.0403,0.0,21.70337811914296,9.692903167531812,5,5.8516890595714806
203276,18080,-103.316,21.0403,0.0,21.11716878552289,9.270287136317343,5,5.5585843927614444
203277,18081,-103.189,21.0403,0.0,19.692543777074125,9.631555679129713,5,4.846271888537062
203278,18082,-103.061,21.0403,0.0,18.642820086638192,8.322809259884911,5,4.321410043319096
203279,18083,-102.934,21.0403,0.0,19.051803342652192,7.818396577467643,5,4.525901671326096
203280,18084,-102.806,21.0403,0.0,19.413071885464557,7.804763802267175,5,4.706535942732279
203281,18085,-102.679,21.0403,0.0,18.72461673784099,6.564181259024707,5,4.362308368920495
203282,18086,-102.551,21.0403,0.0,18.690534799839824,6.536915708623773,5,4.345267399919912
203283,18087,-102.424,21.0403,0.0,18.704167575040287,6.577814034225176,5,4.352083787520144
203284,18088,-102.296,21.0403,0.0,18.46559400903212,6.870918701035207,5,4.23279700451606
203285,18089,-102.169,21.0403,0.006999999999999999,18.308817094226754,6.502833770622607,5,4.154408547113377
203286,18090,-102.041,21.0403,0.062,18.46559400903212,6.10066690220884,5,4.23279700451606
203287,18091,-101.914,21.0403,0.11199999999999999,18.88821004024659,6.809571212633108,5,4.4441050201232954
203288,18092,-101.786,21.0403,0.16399999999999998,19.106334443454056,6.911817026636609,5,4.553167221727028
203289,18093,-101.658,21.0403,0.091,19.02453779225125,6.536915708623773,5,4.512268896125626
203290,18094,-101.531,21.0403,0.091,18.58147259823609,6.36650601861794,5,4.290736299118045
203291,18095,-101.403,21.0403,0.18100000000000002,17.49766696979899,6.891367863835907,5,3.748833484899494
203292,18096,-101.276,21.0403,0.172,16.250268038956285,6.3869551814186405,5,3.1251340194781427
203293,18097,-101.148,21.0403,0.068,15.90944865894462,6.066584964207674,5,2.9547243294723096
203294,18098,-101.021,21.0403,0.11699999999999999,16.99325428738172,6.311974917816074,5,3.4966271436908603
203295,18099,-100.893,21.0403,0.7859999999999999,17.893017450612522,8.077419306276509,5,3.946508725306261
203296,18100,-100.766,21.0403,0.501,17.818037187009953,8.104684856677443,5,3.9090185935049764
203297,18101,-100.638,21.0403,0.19399999999999998,16.95235596178032,6.461935445021207,5,3.47617798089016
203298,18102,-100.511,21.0403,0.344,15.820835620141585,5.909808049402307,5,2.9104178100707934
203299,18103,-100.383,21.0403,0.16,14.484823650495848,6.18246355341164,5,2.242411825247924
203300,18104,-100.256,21.0403,0.19,13.271506657654314,6.380138793818407,5,1.6357533288271568
203301,18105,-100.128,21.0403,0.7809999999999999,13.039749479246385,6.618712359826575,5,1.5198747396231926
203302,18106,-100.001,21.0403,1.456,13.475998285661314,6.979980902638942,5,1.737999142830656
203524,18328,-103.954,21.1593,0.0,21.246680149927325,9.842863694736943,5,5.623340074963663
203525,18329,-103.826,21.1593,0.0,19.992464831484387,9.50886070232551,5,4.996232415742194
203526,18330,-103.699,21.1593,0.0,19.113150831054288,8.411422298687944,5,4.556575415527144
203527,18331,-103.571,21.1593,0.0,19.66527822667319,8.016071817874408,5,4.832639113336596
203528,18332,-103.444,21.1593,0.0,20.633205265906323,9.331634624719443,5,5.3166026329531615
203529,18333,-103.316,21.1593,0.0,20.755900242710524,9.147592159513145,5,5.377950121355262
203530,18334,-103.189,21.1593,0.0,20.292385885894657,9.40661488832201,5,5.146192942947328
203531,18335,-103.061,21.1593,0.0,18.636003699037953,8.520484500291674,5,4.318001849518977
203532,18336,-102.934,21.1593,0.0,18.308817094226754,7.375331383452475,5,4.154408547113377
203533,18337,-102.806,21.1593,0.0,19.46760298626642,7.607088561860409,5,4.73380149313321
